ID,Provincia,Latitud,Longitud,Localidad,SitioCodigo,Transecto,m2,vert_invert,phylum,taxa,sp,sp_code,length,abundance
47,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,100
48,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Mollusca,Gastropoda,Conus nux,CON_NUX,5,12
49,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Mollusca,Gastropoda,Lobatus galeatus,LOB_GAL,10,3
50,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Mollusca,Gastropoda,Lobatus galeatus,LOB_GAL,5,1
51,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,30,8
52,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Cnidaria,Octocorallia,Muricea fruticosa,MUR_FRU,15,6
53,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,3
54,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Mollusca,Bivalvia,Pinctada mazatlanica,PIN_MAZ,5,1
55,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Mollusca,Bivalvia,Pinna rugosa,PIN_RUG,5,1
56,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Mollusca,Gastropoda,Triplofusus princeps,TRI_PRI,5,15
57,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Mollusca,Gastropoda,Triplofusus princeps,TRI_PRI,10,4
58,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,30
59,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,7,50,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,21
60,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,8,50,Invertebrados,Mollusca,Gastropoda,Lobatus galeatus,LOB_GAL,15,2
61,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,8,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,5
62,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,8,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,1
63,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,8,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,20,3
64,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,100
65,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Mollusca,Gastropoda,Conus nux,CON_NUX,5,10
66,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Mollusca,Bivalvia,Pinctada mazatlanica,PIN_MAZ,10,40
67,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,30
68,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Mollusca,Gastropoda,Acanthais brevidentata,ACA_BRE,5,5
69,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Mollusca,Gastropoda,Fissurella virescens,FIS_VIR,5,8
70,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Mollusca,Gastropoda,Nerita funiculata,NER_FUN,5,20
71,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Mollusca,Gastropoda,Nerita scabricosta,NER_SCA,5,10
72,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,12,50,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,3
73,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,10,5
74,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,4
75,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,5
76,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,5,2
77,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,10,1
78,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,10,2
79,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,1
80,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,1
81,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,5,2
82,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,5,2
83,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Arthropoda,Decapoda,Enoplometopidae sp,ENO_SP,20,1
84,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,15,2
85,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,10,2
86,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,10,2
87,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,5,2
88,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,10,3
89,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Arthropoda,Paguroidea,Paguroidea sp,PAG_SP,5,3
90,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Invertebrados,Arthropoda,Paguroidea,Paguroidea sp,PAG_SP,5,5
91,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,51
92,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,2
93,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,5
94,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,1
95,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,1
96,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,5,1
97,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,10,1
98,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,1
99,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Gastropoda,Fissurella virescens,FIS_VIR,5,15
100,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,5,1
101,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,10,1
102,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,10,2
103,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,10,2
104,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,5,1
105,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,10,3
106,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,5,1
107,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,10,1
108,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,5,3
109,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,3
110,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,5,2
111,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,10,3
112,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Mollusca,Bivalvia,Pinna rugosa,PIN_RUG,15,1
113,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,27
114,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,16
115,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,2
116,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,9
117,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,4
118,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,14,50,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,3
119,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,14,50,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,1
120,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,14,50,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,5,1
121,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,14,50,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,5,2
122,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,14,50,Invertebrados,Mollusca,Bivalvia,Pinna rugosa,PIN_RUG,20,1
123,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,13,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,19
124,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,13,50,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,7
125,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,13,50,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,4
126,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,14,50,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,9
127,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,3
128,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,2
129,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,2
130,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,10,2
131,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,10,4
132,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,30
133,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,15,3
134,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,20,3
135,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,10,1
136,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,15,1
137,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,10,2
138,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,1
139,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Arthropoda,Crustacea,Percnon planissimum,PER_PLA,5,1
140,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,4
141,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,1
142,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,2
143,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,5,1
144,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,10,1
145,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,15,2
146,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,15,3
147,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,10,2
148,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,5,3
149,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,15,12
150,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,20,2
151,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,10,8
152,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Muricea fruticosa,MUR_FRU,15,4
153,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,20,3
154,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,5
155,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,67
